qc_hhgrid_w4_pergrid	PLEASE CODE THE PERSON YOU ARE SPEAKING TO
qc_olympics_w4_olymact3	"In what other ways, if any, did you follow or get involved in the London 2012 Olympic or Paralympic Games?"
qc_environmentalbehaviour_w4_envhabit1	Now a few questions about the environment. Could you tell me how often you personally do each of the following things. Leave your TV on standby for the night
qc_environmentalbehaviour_w4_envhabit2	Now a few questions about the environment. Could you tell me how often you personally do each of the following things. Switch off lights in rooms that aren't being used
qc_environmentalbehaviour_w4_envhabit3	Now a few questions about the environment. Could you tell me how often you personally do each of the following things. Keep the tap running while you brush your teeth
qc_environmentalbehaviour_w4_envhabit4	Now a few questions about the environment. Could you tell me how often you personally do each of the following things. Put more clothes on when you feel cold rather than putting the heating on or turning it up
qc_environmentalbehaviour_w4_envhabit5	Now a few questions about the environment. Could you tell me how often you personally do each of the following things. Decide not to buy something because you feel it has too much packaging
qc_environmentalbehaviour_w4_envhabit6	Now a few questions about the environment. Could you tell me how often you personally do each of the following things. Buy recycled paper products such as toilet paper or tissues
qc_environmentalbehaviour_w4_envhabit7	Now a few questions about the environment. Could you tell me how often you personally do each of the following things. Take your own shopping bag when shopping
qc_environmentalbehaviour_w4_envhabit8	"Now a few questions about the environment. Could you tell me how often you personally do each of the following things. Use public transport (e.g. bus, train) rather than travel by car"
qc_environmentalbehaviour_w4_envhabit9	Now a few questions about the environment. Could you tell me how often you personally do each of the following things. Walk or cycle for short journeys less than 2 or 3 miles
qc_environmentalbehaviour_w4_envhabit10	Now a few questions about the environment. Could you tell me how often you personally do each of the following things. Car share with others who need to make a similar journey
qc_environmentalbehaviour_w4_envhabit11	Now a few questions about the environment. Could you tell me how often you personally do each of the following things. Take fewer flights when possible
qc_environmentalbehaviour_w4_carmiles	About how many miles would you say you personally have driven in the last twelve months? If you drive more than one car owned by or available to your household please give the milage for the car you drive most often.
qc_environmentalbehaviour_w4_flyes	"Did you take any flights within the UK, to other European countries or to countries outside Europe in the last twelve months for leisure, holidays or visiting friends or family? Please do not include air travel for work or business purposes."
qc_environmentalbehaviour_w4_nflyin	How many flights within the UK did you take in the last twelve months?
qc_environmentalbehaviour_w4_nflyeu	How many flights to other European countries did you take in the last twelve months?
qc_environmentalbehaviour_w4_nflyos	How many flights to countries outside Europe did you take in the last twelve months?
qc_casistart_w4_scac	I now have some questions for you to answer yourself on the computer.
qc_casistart_w4_scrf	CODE REASON(S) WHY RESPONDENT REFUSED
qc_casistart_w4_scrx	WRITE IN OTHER REASON R REFUSED SELF-COMPLETION
qc_casistart_w4_scun	CODE REASON(S) WHY RESPONDENT UNABLE TO COMPLETE SELF-COMPLETION
qc_casistart_w4_scux	WRITE IN OTHER REASON RESPONDENT UNABLE TO COMPLETE SELF-COMPLETION
qc_scasf12_w4_scsf1	"In general, would you say your health is..."
qc_scasf12_w4_scsf2a	"The following questions are about activities you might do during a typical day. Does your health now limit you in these activities? If so, how much? Moderate activities, such as moving a table, pushing a vacuum cleaner, bowling or playing golf"
qc_scasf12_w4_scsf2b	"(The following questions are about activities you might do during a typical day. Does your health now limit you in these activities? If so, how much?) Climbing several flights of stairs"
qc_scasf12_w4_scsf3a	"During the past 4 weeks, how much of the time have you had any of the following problems with your work or other regular daily activities as a result of your physical health? Accomplished less than you would like"
qc_scasf12_w4_scsf3b	"(During the past 4 weeks, how much of the time have you had any of the following problems with your work or other regular daily activities as a result of your physical health?) Were limited in the kind of work or other activities"
qc_scasf12_w4_scsf4a	"During the past 4 weeks, how much of the time have you had any of the following problems with your work or other regular daily activities as a result of any emotional problems (such as feeling depressed or anxious)? Accomplished less than you would like"
qc_scasf12_w4_scsf4b	"(During the past 4 weeks, how much of the time have you had any of the following problems with your work or other regular daily activities as a result of any emotional problems (such as feeling depressed or anxious)?) Did work or other activities less carefully than usual"
qc_scasf12_w4_scsf5	"During the past 4 weeks, how much did pain interfere with your normal work (including both work outside the home and housework)?"
qc_scasf12_w4_scsf6a	"These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks... Have you felt calm and peaceful?"
qc_scasf12_w4_scsf6b	"(These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...) Did you have a lot of energy?"
qc_scasf12_w4_scsf6c	"(These questions are about how you feel and how things have been with you during the past 4 weeks. For each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks...) Have you felt downhearted and depressed?"
qc_scasf12_w4_scsf7	"During the past 4 weeks, how much of the time has your physical health or emotional problems interfered with your social activities (like visiting friends or relatives)?"
qc_scaghq_w4_scghqa	Have you recently been able to concentrate on whatever you're doing?
qc_scaghq_w4_scghqb	Have you recently lost much sleep over worry?
qc_scaghq_w4_scghqc	Have you recently felt that you were playing a useful part in things?
qc_scaghq_w4_scghqd	Have you recently felt capable of making decisions about things?
qc_scaghq_w4_scghqe	Have you recently felt constantly under strain?
qc_scaghq_w4_scghqf	Have you recently felt you couldn't overcome your difficulties?
qc_scaghq_w4_scghqg	Have you recently been able to enjoy your normal day-to-day activities?
qc_scaghq_w4_scghqh	Have you recently been able to face up to problems?
qc_scaghq_w4_scghqi	Have you recently been feeling unhappy or depressed?
qc_scaghq_w4_scghqj	Have you recently been losing confidence in yourself?
qc_scaghq_w4_scghqk	Have you recently been thinking of yourself as a worthless person?
qc_scaghq_w4_scghql	"Have you recently been feeling reasonably happy, all things considered?"
qc_scasatisfaction_w4_sclfsat1	Please choose the number which you feel best describes how dissatisfied or satisfied you are with the following aspects of your current situation. Your health.
qc_scasatisfaction_w4_sclfsat2	(Please choose the number which you feel best describes how dissatisfied or satisfied you are with the following aspects of your current situation.) The income of your household.
qc_scasatisfaction_w4_sclfsat7	(Please choose the number which you feel best describes how dissatisfied or satisfied you are with the following aspects of your current situation.) The amount of leisure time you have.
qc_scasatisfaction_w4_sclfsato	(Please choose the number which you feel best describes how dissatisfied or satisfied you are with the following aspects of your current situation.) Your life overall.
qc_scaworkconditions_w4_scwkimp	"Thinking about work in general, how much do you agree with the following statement? I would enjoy having a paid job even if I did not need the money."
qc_scaworkconditions_w4_scwkor1	"There are various things people may look for in a job. For each statement, please answer how important you feel each is for you. Good promotion prospects"
qc_scaworkconditions_w4_scwkor2	"(There are various things people may look for in a job. For each statement, please answer how important you feel each is for you.) Good pay."
qc_scaworkconditions_w4_scwkor3	"(There are various things people may look for in a job. For each statement, please answer how important you feel each is for you.) Good relations with a supervisor or manager."
qc_scaworkconditions_w4_scwkor4	"(There are various things people may look for in a job. For each statement, please answer how important you feel each is for you.) A secure job."
qc_scaworkconditions_w4_scwkor5	"(There are various things people may look for in a job. For each statement, please answer how important you feel each is for you.) A job where you can use your initiative."
qc_scaworkconditions_w4_scwkor6	"(There are various things people may look for in a job. For each statement, please answer how important you feel each is for you.) Work you like doing."
qc_scaworkconditions_w4_scwkor7	"(There are various things people may look for in a job. For each statement, please answer how important you feel each is for you.) Convenient hours of work."
qc_scaworkconditions_w4_scwkor8	"(There are various things people may look for in a job. For each statement, please answer how important you feel each is for you.) Choice in your hours of work."
qc_scaworkconditions_w4_scwkor9	"(There are various things people may look for in a job. For each statement, please answer how important you feel each is for you.) The opportunity to use your abilities."
qc_scaworkconditions_w4_scwkor10	"(There are various things people may look for in a job. For each statement, please answer how important you feel each is for you.) Good fringe benefits."
qc_scaworkconditions_w4_scwkor11	"(There are various things people may look for in a job. For each statement, please answer how important you feel each is for you.) An easy work load."
qc_scaworkconditions_w4_scwkor12	"(There are various things people may look for in a job. For each statement, please answer how important you feel each is for you.) Good training provision."
qc_scaworkconditions_w4_scwkor13	"(There are various things people may look for in a job. For each statement, please answer how important you feel each is for you.) Good physical working conditions."
qc_scaworkconditions_w4_scwkor14	"(There are various things people may look for in a job. For each statement, please answer how important you feel each is for you.) A lot of variety in the type of work."
qc_scaworkconditions_w4_scwkor15	"(There are various things people may look for in a job. For each statement, please answer how important you feel each is for you.) Friendly people to work with."
qc_scagenderattitudes_w4_scopfama	Here are some questions about family life. Do you personally agree or disagree... A pre-school child is likely to suffer if his or her mother works
qc_scagenderattitudes_w4_scopfamb	"(Do you personally agree or disagree...) All in all, family life suffers when the woman has a full-time job"
qc_scagenderattitudes_w4_scopfamd	(Do you personally agree or disagree...) Both the husband and wife should contribute to the household income
qc_scagenderattitudes_w4_scopfamf	"(Do you personally agree or disagree...) A husband's job is to earn money, a wife's job is to look after the home and family"
qc_scagenderattitudes_w4_scopfamh	(Do you personally agree or disagree...) Employers should make special arrangements to help mothers combine jobs and childcare
qc_scaenvironment_w4_scenv_ftst	Which of these best describes how you feel about your current lifestyle and the environment?
qc_scaenvironment_w4_scenv_crlf	And which of these would you say best describes your current lifestyle?
qc_scaenvironment_w4_scenv_grn	"Do you agree or disagree that being green is an alternative lifestyle, it's not for the majority?"
qc_scaenvironment_w4_scenv_bccc	Please select the extent to which you agree or disagree with the following statements. My behaviour and everyday lifestyle contribute to climate change.
qc_scaenvironment_w4_scenv_pmep	Please select the extent to which you agree or disagree with the following statements. I would be prepared to pay more for environmentally-friendly products.
qc_scaenvironment_w4_scenv_meds	"Please select the extent to which you agree or disagree with the following statements. If things continue on their current course, we will soon experience a major environmental disaster."
qc_scaenvironment_w4_scenv_crex	Please select the extent to which you agree or disagree with the following statements. The so-called 'environmental crisis' facing humanity has been greatly exaggerated.
qc_scaenvironment_w4_scenv_tlat	Please select the extent to which you agree or disagree with the following statements. Climate change is beyond control - it's too late to do anything about it.
qc_scaenvironment_w4_scenv_nowo	Please select the extent to which you agree or disagree with the following statements. The effects of climate change are too far in the future to really worry me.
qc_scaenvironment_w4_scenv_fitl	Please select the extent to which you agree or disagree with the following statements. Any changes I make to help the environment need to fit in with my lifestyle.
qc_scaenvironment_w4_scenv_noot	Please select the extent to which you agree or disagree with the following statements. It's not worth me doing things to help the environment if others don't do the same.
qc_scaenvironment_w4_scenv_canc	"Please select the extent to which you agree or disagree with the following statements. It's not worth the UK trying to combat climate change, because other countries will just cancel out what we do."
qc_scaenvironment_w4_scopecl30	"Please select whether, on the whole, you personally believe or do not believe each of the following statements. People in the UK will be affected by climate change in the next 30 years."
qc_scaenvironment_w4_scopecl200	"Please select whether, on the whole, you personally believe or do not believe each of the following statements. People in the UK will be affected by climate change in the next 200 years."
qc_scawemwbs_w4_scwemwba	Here are some statements about feelings and thoughts. Please select the answer that best describes your experience of each over the last 2 weeks. I've been feeling optimistic about the future.
qc_scawemwbs_w4_scwemwbb	(Please select the answer that best describes your experience over the last 2 weeks.) I've been feeling useful.
qc_scawemwbs_w4_scwemwbc	(Please select the answer that best describes your experience over the last 2 weeks.) I've been feeling relaxed.
qc_scawemwbs_w4_scwemwbd	(Please select the answer that best describes your experience over the last 2 weeks.) I've been dealing with problems well.
qc_scawemwbs_w4_scwemwbe	(Please select the answer that best describes your experience over the last 2 weeks.) I've been thinking clearly.
qc_scawemwbs_w4_scwemwbf	(Please select the answer that best describes your experience over the last 2 weeks.) I've been feeling close to other people.
qc_scawemwbs_w4_scwemwbg	(Please select the answer that best describes your experience over the last 2 weeks.) I've been able to make up my own mind about things.
qc_scyoungadults_w4_whorupro	"We'd like to know how important various things are to your sense of who you are. Please think about each of the following and select the answer that indicates whether you think it is important, not very important or not at all important to your sense of who you are. Your occupation?"
qc_scyoungadults_w4_whoruedu	How important is your level of education to your sense of who you are?
qc_scyoungadults_w4_whorurac	How important is your ethnic or racial background to your sense of who you are?
qc_scyoungadults_w4_whorupol	How important are your political beliefs to your sense of who you are?
qc_scyoungadults_w4_whorufam	How important is your family to your sense of who you are?
qc_scyoungadults_w4_whorusex	How important is your gender to your sense of who you are?
qc_scyoungadults_w4_whoruage	How important is your age and life stage to your sense of who you are?
qc_scyoungadults_w4_ypnpal	How many close friends would you say you have? Please enter the number.
qc_scyoungadults_w4_ypsocweb	Do you belong to any social networking web-sites?
qc_scyoungadults_w4_ypnetcht	"How many hours do you spend chatting or interacting with friends through social web-sites on a normal week day, that is Monday to Friday?"
qc_scyoungadults_w4_eatlivu	In the past 7 days how many times have you eaten an evening meal together with the rest of your family who live with you?
qc_scyoungadults_w4_famsup	"Do you feel supported by your family, that is the people who live with you?"
qc_scyoungadults_w4_upset	Suppose you felt upset or worried about something and you wanted to talk about it. Who would you turn to first within your family? Please select one answer only.
qc_scyoungadults_w4_late	"Some young people who still live at home keep their parents informed about where they are. In the past month, how many times have you stayed out after 9.00pm at night without your parents knowing where you were?"
qc_scyoungadults_w4_ypesta	"Please say whether you strongly agree, agree, disagree, or strongly disagree, that the following statements apply to yourself. I feel I have a number of good qualities."
qc_scyoungadults_w4_ypesti	"Please say whether you strongly agree, agree, disagree, or strongly disagree, that the following statements apply to yourself. I feel that I do not have much to be proud of."
qc_scyoungadults_w4_ypestb	"Please say whether you strongly agree, agree, disagree, or strongly disagree, that the following statements apply to yourself. I certainly feel useless at times."
qc_scyoungadults_w4_ypestj	"Please say whether you strongly agree, agree, disagree, or strongly disagree, that the following statements apply to yourself. I am able to do things as well as most other people."
qc_scyoungadults_w4_ypestc	"Please say whether you strongly agree, agree, disagree, or strongly disagree, that the following statements apply to yourself. I am a likeable person."
qc_scyoungadults_w4_ypestk	"Please say whether you strongly agree, agree, disagree, or strongly disagree, that the following statements apply to yourself. I can usually solve my own problems."
qc_scyoungadults_w4_ypeste	"Please say whether you strongly agree, agree, disagree, or strongly disagree, that the following statements apply to yourself. All in all, I am inclined to feel I am a failure."
qc_scyoungadults_w4_ypestf	"Please say whether you strongly agree, agree, disagree, or strongly disagree, that the following statements apply to yourself. At times I feel I am no good at all."
qc_scyoungadults_w4_yajbsrv	"Thinking about any information, advice or guidance which you may have received over the past 12 months about making decisions for your future job or career, have you used or spoken to any of the following..."
qc_scyoungadults_w4_evrsmo	Do you ever smoke cigarettes at all?
qc_scyoungadults_w4_smofrq	Please read the statements below and select the statement that describes you best.
qc_scyoungadults_w4_evralc	"Have you ever had an alcoholic drink? That is a whole drink, not just a sip."
qc_scyoungadults_w4_dklm	How many times in the last four weeks have you had an alcoholic drink?
qc_scyoungadults_w4_fivealcdr	"Thinking back over the last four weeks, how many times (if any) have you had five or more drinks on one occasion? (A 'drink' is one pint/bottle/can of beer or cider, 2 alcopops, one small glass of wine, a single measure of spirits)."
qc_scyoungadults_w4_drnk4w	"On how many occasions during the last 4 weeks (if any) have you been intoxicated or drunk from drinking alcohol, for example staggered when walking, not being able to speak properly, throwing up or not remembering what happened?"
qc_scyoungadults_w4_drgsol	"In the last 12 months, that is since 1/ [interview month] / [interview year - 1], have you tried any of the following...? Glue/solvent sniffing?"
qc_scyoungadults_w4_drgmj	"(Since 1/ [interview month] / [interview year - 1], have you tried...) Cannabis (also known as marijuana, dope, hash or skunk)?"
qc_scyoungadults_w4_drgoth	"(Since 1/ [interview month] / [interview year - 1], have you tried...) Any other illegal drug (including ecstasy, cocaine, speed)?"
qc_scyoungadults_w4_frdrg	"Since 1/ [interview month] / [interview year - 1], how many times have you used or taken any illegal drugs?"
qc_scalat_w4_ncrr1	"Do you have a steady relationship with someone you are not living with here, whom you think of as your 'partner'? Please include your spouse or partner if you are not currently living with them. {if HHGRID.MarStat = 2|3 & (HHGRID.LiveSp = 2 | HHGRID.LiveWith = 2)}"
qc_scalat_w4_ncrrm	"In what month and year did this relationship start? Please enter the month at this question and the year at the next. If you do not know the month, just enter the year."
qc_scalat_w4_ncrry4	Please enter the year this relationship started.
qc_scalat_w4_ncrr3	Have you and/or your partner made a definite decision not to live together (at least for the time being)?
qc_scalat_w4_ncrr4	"Whose decision was it to live apart? Yours, your partner's or was it a joint decision?"
qc_scalat_w4_ncrr5	Is your partner male or female?
qc_scalat_w4_ncrr6	Which category best describes what your partner is mainly doing at present?
qc_scalat_w4_ncrr8	About how long would it take you to get to where your partner lives? Think about the time it usually takes door to door.
qc_scalat_w4_ncrr9	How often do you see him/her?
qc_scalat_w4_ncrr11	Do you intend to start living with your current partner during the next three years?
qc_scalat_w4_ncrr12	How likely is it that you and your partner will ever marry (or form a civil partnership) in the future?
qc_scachilddevelopment_w4_cdpreamble	"Next, we are interested in knowing a little more about any of your children aged 3, 5 or 8."
qc_scachilddevelopment_w4_cdcond	"Thinking now about [CHILD NAME], in general, would you say [CHILD NAME]'S health is..."
qc_scachilddevelopment_w4_cddis	Does [CHILD NAME] have long-term conditions that have been diagnosed by a health professional? By long-term I mean anything that [CHILD NAME] has had for at least 3 months or is expected to continue for at least the next three months.
qc_scachilddevelopment_w4_cdlmt	Does this limit [him/her] at play or from joining in any other activity normal for a child [his/her] age?
qc_scachilddevelopment_w4_cd3pera	To what extent do you agree with the following statements about [CHILD NAME]? [CHILD NAME] is usually happy and content
qc_scachilddevelopment_w4_cd3perb	To what extent do you agree with the following statements about [CHILD NAME]? [CHILD NAME] is easily irritated and cries frequently
qc_scachilddevelopment_w4_cd3perc	To what extent do you agree with the following statements about [CHILD NAME]? [CHILD NAME] is difficult to comfort when crying
qc_scachilddevelopment_w4_cd3perd	To what extent do you agree with the following statements about [CHILD NAME]? [CHILD NAME] is curious and active
qc_scachilddevelopment_w4_cd3pere	To what extent do you agree with the following statements about [CHILD NAME]? [CHILD NAME] is communicative and likes to talk
qc_scachilddevelopment_w4_cd3perf	To what extent do you agree with the following statements about [CHILD NAME]? [CHILD NAME] shows empathy when others are sad
qc_scachilddevelopment_w4_cd3perg	To what extent do you agree with the following statements about [CHILD NAME]? I am worried about [CHILD NAME]'s health
qc_scachilddevelopment_w4_cdvla	"For parents, it is always a big event when their child learns something new. Here is a list of things that children learn to do. Please indicate whether [CHILD NAME] can now do these things using the responses below. Understands brief instructions such as ""go get your shoes"""
qc_scachilddevelopment_w4_cdvlb	(Please indicate whether [CHILD NAME] can now do these things using the responses below.) Forms sentences with at least two words
qc_scachilddevelopment_w4_cdvlc	(Please indicate whether [CHILD NAME] can now do these things using the responses below.) Speaks in full sentences (with four or more words)
qc_scachilddevelopment_w4_cdvld	(Please indicate whether [CHILD NAME] can now do these things using the responses below.) Listens attentively to a story for five minutes or longer
qc_scachilddevelopment_w4_cdvle	"(Please indicate whether [CHILD NAME] can now do these things using the responses below.) Passes on simple messages such as ""dinner is ready"""
qc_scachilddevelopment_w4_cdvlf	"(Please indicate whether [CHILD NAME] can now do these things using the responses below.) Uses a spoon to eat, without assistance and without dripping"
qc_scachilddevelopment_w4_cdvlg	(Please indicate whether [CHILD NAME] can now do these things using the responses below.) Blows his/her nose without assistance
qc_scachilddevelopment_w4_cdvlh	"(Please indicate whether [CHILD NAME] can now do these things using the responses below.) Uses the toilet to do ""number two"""
qc_scachilddevelopment_w4_cdvli	(Please indicate whether [CHILD NAME] can now do these things using the responses below.) Puts on pants and underpants the right way around
qc_scachilddevelopment_w4_cdvlj	(Please indicate whether [CHILD NAME] can now do these things using the responses below.) Brushes his/her teeth without assistance
qc_scachilddevelopment_w4_cdvlk	(Please indicate whether [CHILD NAME] can now do these things using the responses below.) Walks forward down the stairs
qc_scachilddevelopment_w4_cdvll	(Please indicate whether [CHILD NAME] can now do these things using the responses below.) Opens doors with the door handle
qc_scachilddevelopment_w4_cdvlm	(Please indicate whether [CHILD NAME] can now do these things using the responses below.) Climbs up playground climbing equipment and other high playground structures
qc_scachilddevelopment_w4_cdvln	(Please indicate whether [CHILD NAME] can now do these things using the responses below.) Cuts paper with scissors
qc_scachilddevelopment_w4_cdvlo	(Please indicate whether [CHILD NAME] can now do these things using the responses below.) Paints/draws recognizable shapes on paper
qc_scachilddevelopment_w4_cdvlp	"(Please indicate whether [CHILD NAME] can now do these things using the responses below.) Calls familiar people by name, for example, says ""Mummy"" and ""Daddy"" or uses the father's first name"
qc_scachilddevelopment_w4_cdvlq	(Please indicate whether [CHILD NAME] can now do these things using the responses below.) Participates in games with other children
qc_scachilddevelopment_w4_cdvlr	"(Please indicate whether [CHILD NAME] can now do these things using the responses below.) Gets involved in role-playing games (""playing pretend"")"
qc_scachilddevelopment_w4_cdvls	(Please indicate whether [CHILD NAME] can now do these things using the responses below.) Shows a special liking for particular playmates or friends
qc_scachilddevelopment_w4_cdvlt	"(Please indicate whether [CHILD NAME] can now do these things using the responses below.) Calls his/her own feelings by name, e.g. ""sad"", ""happy"", ""scared"""
qc_scachilddevelopment_w4_chsdpf	We next have some questions about what [CHILD NAME] is like. To what extent do you think the following set of statements are true about [CHILD NAME]? Please give your answers on the basis of [CHILD NAME]'s behaviour over the last six months. [CHILD NAME] is considerate of other people's feelings
qc_scachilddevelopment_w4_chsdro	"(To what extent is this true about [CHILD NAME]? Please give your answer on the basis of [CHILD NAME]'s behaviour over the last six months.) [CHILD NAME] is restless, overactive, cannot stay still for long"
qc_scachilddevelopment_w4_chsdhs	"(To what extent is this true about [CHILD NAME]? Please give your answer on the basis of [CHILD NAME]'s behaviour over the last six months.) [CHILD NAME] often complains of headaches, stomach-aches or sickness"
qc_scachilddevelopment_w4_chsdsr	"(To what extent is this true about [CHILD NAME]? Please give your answer on the basis of [CHILD NAME]'s behaviour over the last six months.) [CHILD NAME] shares readily with other children (treats, toys, pencils etc.)"
qc_scachilddevelopment_w4_chsdtt	(To what extent is this true about [CHILD NAME]? Please give your answer on the basis of [CHILD NAME]'s behaviour over the last six months.) [CHILD NAME] often has temper tantrums or hot tempers
qc_scachilddevelopment_w4_chsdsp	"(To what extent is this true about [CHILD NAME]? Please give your answer on the basis of [CHILD NAME]'s behaviour over the last six months.) [CHILD NAME] is rather solitary, tends to play alone"
qc_scachilddevelopment_w4_chsdor	"(To what extent is this true about [CHILD NAME]? Please give your answer on the basis of [CHILD NAME]'s behaviour over the last six months.) [CHILD NAME] is generally obedient, usually does what adults request"
qc_scachilddevelopment_w4_chsdmw	"(To what extent is this true about [CHILD NAME]? Please give your answer on the basis of [CHILD NAME]'s behaviour over the last six months.) [CHILD NAME] has many worries, often seems worried"
qc_scachilddevelopment_w4_chsdhu	"(To what extent is this true about [CHILD NAME]? Please give your answer on the basis of [CHILD NAME]'s behaviour over the last six months.) [CHILD NAME] is helpful if someone is hurt, upset or feeling ill"
qc_scachilddevelopment_w4_chsdfs	(To what extent is this true about [CHILD NAME]? Please give your answer on the basis of [CHILD NAME]'s behaviour over the last six months.) [CHILD NAME] is constantly fidgeting or squirming
qc_scachilddevelopment_w4_chsdgf	(To what extent is this true about [CHILD NAME]? Please give your answer on the basis of [CHILD NAME]'s behaviour over the last six months.) [CHILD NAME] has at least one good friend
qc_scachilddevelopment_w4_chsdfb	(To what extent is this true about [CHILD NAME]? Please give your answer on the basis of [CHILD NAME]'s behaviour over the last six months.) [CHILD NAME] often fights with other children or bullies them
qc_scachilddevelopment_w4_chsdud	"(To what extent is this true about [CHILD NAME]? Please give your answer on the basis of [CHILD NAME]'s behaviour over the last six months.) [CHILD NAME] is often unhappy, down-hearted or tearful"
qc_scachilddevelopment_w4_chsdlc	(To what extent is this true about [CHILD NAME]? Please give your answer on the basis of [CHILD NAME]'s behaviour over the last six months.) [CHILD NAME] is generally liked by other children
qc_scachilddevelopment_w4_chsddc	"(To what extent is this true about [CHILD NAME]? Please give your answer on the basis of [CHILD NAME]'s behaviour over the last six months.) [CHILD NAME] is easily distracted, concentration wanders"
qc_scachilddevelopment_w4_chsdnc	"(To what extent is this true about [CHILD NAME]? Please give your answer on the basis of [CHILD NAME]'s behaviour over the last six months.) [CHILD NAME] is nervous or clingy in new situations, easily loses confidence"
qc_scachilddevelopment_w4_cdsdky	(To what extent is this true about [CHILD NAME]? Please give your answer on the basis of [CHILD NAME]'s behaviour over the last six months.) [CHILD NAME] is kind to younger children
qc_scachilddevelopment_w4_chsdoa	(To what extent is this true about [CHILD NAME]? Please give your answer on the basis of [CHILD NAME]'s behaviour over the last six months.) [CHILD NAME] often lies or cheats
qc_scachilddevelopment_w4_chsdpb	(To what extent is this true about [CHILD NAME]? Please give your answer on the basis of [CHILD NAME]'s behaviour over the last six months.) [CHILD NAME] is picked on or bullied by other children
qc_scachilddevelopment_w4_chsdvh	"(To what extent is this true about [CHILD NAME]? Please give your answer on the basis of [CHILD NAME]'s behaviour over the last six months.) [CHILD NAME] often volunteers to help others (parents, teachers, other children)"
qc_scachilddevelopment_w4_chsdst	(To what extent is this true about [CHILD NAME]? Please give your answer on the basis of [CHILD NAME]'s behaviour over the last six months.) [CHILD NAME] thinks things out before acting
qc_scachilddevelopment_w4_chsdcs	"(To what extent is this true about [CHILD NAME]? Please give your answer on the basis of [CHILD NAME]'s behaviour over the last six months.) [CHILD NAME] steals from home, school or elsewhere"
qc_scachilddevelopment_w4_chsdgb	(To what extent is this true about [CHILD NAME]? Please give your answer on the basis of [CHILD NAME]'s behaviour over the last six months.) [CHILD NAME] gets on better with adults than with other children
qc_scachilddevelopment_w4_chsdfe	"(To what extent is this true about [CHILD NAME]? Please give your answer on the basis of [CHILD NAME]'s behaviour over the last six months.) [CHILD NAME] has many fears, easily scared"
qc_scachilddevelopment_w4_chsdte	"(To what extent is this true about [CHILD NAME]? Please give your answer on the basis of [CHILD NAME]'s behaviour over the last six months.) [CHILD NAME] sees tasks through to the end, good attention span"
qc_scachilddevelopment_w4_cdcread	How often do you read to [CHILD NAME]?
qc_scachilddevelopment_w4_cdoread	Does anyone else at home ever read to [CHILD NAME]?
qc_scachilddevelopment_w4_cdwread	Who else at home reads to [CHILD NAME]? Please select all that apply.
qc_scachilddevelopment_w4_cderead	How often does anyone else at home read to [CHILD NAME]?
qc_scachilddevelopment_w4_mealsreg	Does [CHILD NAME] have meals at regular times?
qc_scachilddevelopment_w4_bedreg	"Does [CHILD NAME] go to bed at a regular time? {if child is 3} / On weekdays during term-time, does [CHILD NAME] go to bed at a regular time? {if child is 5 or 8}"
qc_scachilddevelopment_w4_cdtvvidhrs	"How many hours does [CHILD NAME] spend watching TV, including video and DVDs, on a normal school day?"
qc_scachilddevelopment_w4_cdtvvidhrw	"How many hours does [CHILD NAME] spend watching TV, including video and DVDs, on a weekend, that is on a Saturday or Sunday?"
qc_scachilddevelopment_w4_cdcomp	Does [CHILD NAME] use a computer at home? This includes computers for playing games but not games consoles.
qc_scachilddevelopment_w4_cdpchrs	How many hours does [CHILD NAME] spend [per day] using the computer at home for any reason? Please do not include any use of a games console.
qc_scachilddevelopment_w4_cdconsol	"Does [CHILD NAME] or anyone else in your house have a games console such as Playstation, Xbox, Wii or something like that?"
qc_scachilddevelopment_w4_cdconstm	How many hours does [CHILD NAME] spend playing games on a games console on a normal school day?
qc_scachilddevelopment_w4_cdphsc	"On a scale from 1 to 7 where 1 means ""Completely Happy"" and 7 means ""Not at all happy"", how happy is [CHILD NAME] in the school [he/she] goes to?"
qc_scachilddevelopment_w4_cdphscy	Does [CHILD NAME] have any of the following problems at school? Please select all that apply.
qc_scachilddevelopment_w4_chrisk	"Using a scale from 1 to 7 where 1 means ""Completely unwilling to take risks"" and 7 means ""Completely willing to take risks"", how willing is [CHILD NAME] to take risks?"
qc_scachilddevelopment_w4_chpat	"Is [CHILD NAME] generally an impatient child, or a child with a lot of patience?"
qc_scachilddevelopment_w4_chdelay	"Is [CHILD NAME] generally a child who takes a long time to reflect on things and thinks before acting, in other words, not at all impulsive, or is [CHILD NAME] a child who acts without much reflection, in other words, is very impulsive?"
qc_scaparentingstyles_w4_ps1	"Next, we are interested in knowing a little about any of your children aged 10. Here is a list of ways you could interact with your child. Please mark the answer that best indicates how often you usually do each. I am responsive to [CHILD NAME]'s feelings and needs."
qc_scaparentingstyles_w4_ps2	"Next, we are interested in knowing a little about any of your children aged 10. Here is a list of ways you could interact with your child. Please mark the answer that best indicates how often you usually do each. I use physical punishment as a way of disciplining [CHILD NAME]."
